Sequence,dose,duration_above_250,duration_above_1000,duration_above_10000
00596,55144.1,25200,23400,7200
00597,64847.9,27000,21600,10800
00598,52540.29999999999,25200,19800,7200
00599,71459.25,21600,19800,9000
00600,32351.35,23400,16200,5400
00601,27105.85,23400,16200,3600
00602,35875.7,23400,18000,5400
00603,41394.15,21600,16200,7200
00604,34239.95,21600,19800,3600
00605,34482.8,18000,16200,5400
00606,46654.3,25200,18000,7200
00607,74074.95,25200,25200,10800
00608,61651.9,27000,25200,10800
00609,65242.2,27000,23400,12600
00610,43704.2,27000,23400,5400
00611,54410,19800,18000,9000
00612,52984.4,21600,18000,5400
00613,61490.5,25200,21600,9000
00614,53781.35,28800,23400,7200
00615,40147.2,23400,18000,7200
00616,51939.35,27000,25200,7200
00617,30381.8,19800,19800,1800
00618,47143.95,27000,27000,3600
00619,31974.15,23400,16200,5400
00620,50612.2,28800,25200,7200
00621,68438.05,28800,25200,10800
00622,55691.95,25200,23400,7200
00623,50057.3,25200,21600,7200
00624,51207.65,27000,25200,9000
00625,51312.8,23400,21600,9000
00626,28597.7,19800,18000,1800
00627,59120.899999999994,23400,19800,7200
00628,37234,25200,18000,5400
00629,43660.7,21600,16200,9000
00630,51163.7,21600,19800,5400
00631,48316.29999999999,23400,21600,5400
00632,28792.5,23400,18000,3600
00633,52563.25,25200,23400,7200
00634,48703.3,23400,21600,5400
00635,47121.1,28800,19800,3600
00636,38496.2,23400,19800,5400
00637,50021.45,25200,18000,5400
00638,33803.1,21600,14400,7200
00639,41689.79999999999,21600,18000,3600
00640,55188.55,25200,19800,10800
00641,47503.35,23400,21600,7200
00642,51464.04999999999,28800,19800,9000
00643,47256.5,27000,23400,7200
00644,49895.25,25200,19800,9000
00645,38086.8,25200,18000,7200
00646,65300.9,25200,19800,12600
00647,58304.2,23400,19800,12600
00648,38559.55,18000,18000,3600
00649,43354.05,25200,19800,5400
00650,64198.54999999999,23400,21600,9000
00651,39564.9,18000,14400,9000
00652,22504.6,19800,12600,3600
00653,40939.7,28800,23400,1800
00654,59641.7,25200,23400,9000
00655,32519.3,19800,18000,1800
00656,49216.5,19800,19800,7200
00657,73653.55,25200,21600,14400
00658,62807.04999999999,27000,19800,10800
00659,51838.79999999999,21600,18000,10800
00660,50296.05,23400,19800,10800
00661,45290.25,18000,16200,7200
00662,53728.9,21600,16200,12600
00663,48624.1,25200,21600,7200
00664,49284.9,21600,21600,7200
00665,33269.65,23400,18000,3600
00666,31884.4,21600,18000,3600
00667,49990.75,23400,14400,12600
00668,49485.75,23400,16200,7200
00669,65087.75,21600,19800,12600
00670,53989.1,21600,18000,9000
00671,43770.8,25200,19800,7200
00672,52345.7,27000,23400,5400
00673,51524.2,19800,18000,9000
00674,45130.45,21600,19800,3600
00675,71712.2,21600,21600,14400
00676,45362.85,23400,18000,7200
00677,62157.45,25200,19800,9000
00678,35264.95,21600,14400,7200
00679,53928.15,21600,21600,10800
00680,53349.25,25200,23400,9000
00681,49335.75,23400,21600,7200
00682,64089.25,25200,19800,10800
00683,43882.75,30600,19800,7200
00684,59353.15,23400,23400,10800
00685,39187.95,23400,21600,5400
00686,38503.55,25200,14400,7200
00687,39802.75,23400,19800,5400
00688,56079,21600,19800,7200
00689,63101.8,27000,23400,12600
00690,42670.6,23400,21600,3600
00691,33288.450000000004,23400,18000,5400
00692,55898.95,23400,21600,10800
00693,40386.6,28800,16200,3600
00694,35955.3,25200,21600,3600
00695,46623.1,25200,18000,9000
00696,45992.35,23400,21600,7200
00697,38522.85,23400,21600,3600
00698,47533.65,28800,25200,5400
00699,41524.6,19800,16200,7200
00700,74705.65,30600,25200,10800
00701,56365.04999999999,23400,21600,10800
00702,35632.85,21600,16200,5400
00703,51886.05,19800,18000,9000
00704,46283.9,23400,18000,9000
00705,29137.399999999994,21600,16200,5400
00706,50110.15,27000,19800,7200
00707,41761.7,23400,18000,7200
00708,70252.65,30600,28800,7200
00709,48861.9,28800,25200,5400
00710,48757.2,23400,19800,7200
00711,35017.4,19800,18000,3600
00712,32449.75,28800,23400,1800
00713,56507.2,23400,19800,7200
00714,50177.75,28800,21600,7200
00715,61701.35,18000,16200,10800
00716,51442.35,25200,21600,9000
00717,70980.8,28800,27000,7200
00718,52859.3,27000,21600,7200
00719,54481.2,18000,16200,9000
00720,49750.85,23400,16200,7200
00721,68270.45,28800,23400,10800
00722,50963.7,25200,23400,7200
00723,54483.8,21600,21600,9000
00724,39716.55,23400,18000,5400
00725,66785.15,27000,25200,10800
00726,34476.95,23400,18000,3600
00727,39479.45,19800,12600,9000
00728,45909,27000,21600,7200
00729,64859.1,25200,23400,9000
00730,44194.1,23400,18000,7200
00731,40268.55,21600,18000,7200
00732,57477.05,27000,25200,10800
00733,42378.1,23400,19800,5400
00734,59462.35,23400,19800,7200
00735,66140,25200,23400,9000
00736,65274.54999999999,19800,18000,10800
00737,54941.6,28800,25200,9000
00738,55228.75,19800,16200,10800
00739,36560.4,25200,18000,3600
00740,36519.9,19800,16200,5400
00741,33529.3,19800,18000,5400
00742,41481.2,21600,19800,5400
00743,62631.45,25200,21600,12600
00744,37583.5,27000,21600,5400
00745,38138.15,25200,18000,5400
00746,48963.5,27000,23400,7200
00747,44344.35,28800,19800,7200
00748,56345.05,23400,21600,5400
00749,60314.35,25200,21600,9000
00750,45873.8,25200,21600,7200
00751,62206.29999999999,23400,16200,10800
00752,61508,27000,25200,5400
00753,42605.75,27000,21600,7200
00754,41003.45,21600,16200,7200
00755,58308.399999999994,21600,16200,12600
00756,50800.25,28800,21600,7200
00757,43612.65,21600,18000,9000
00758,43375.8,19800,19800,7200
00759,58856.54999999999,25200,25200,5400
00760,48048.54999999999,21600,19800,7200
00761,61828.54999999999,21600,18000,9000
00762,53608.85,23400,21600,9000
00763,45295.15,27000,18000,9000
00764,50532.2,23400,18000,9000
00765,44755.4,27000,21600,3600
00766,45304.5,23400,18000,5400
00767,55854.2,25200,21600,7200
00768,46014.95000000001,25200,21600,7200
00769,36295.1,23400,16200,5400
00770,36793.8,19800,16200,5400
00771,41729.15,19800,14400,7200
00772,54147.95,25200,18000,7200
00773,38624.9,27000,23400,3600
00774,49858.5,25200,18000,7200
00775,57974.15,28800,25200,3600
00776,64035.7,21600,19800,12600
00777,39430.35,16200,16200,9000
00778,40827.65,19800,19800,7200
00779,37678.55,18000,16200,9000
00780,46628.6,27000,19800,9000
00781,50492.8,21600,19800,5400
00782,40227.6,21600,16200,7200
00783,40551.55,27000,23400,3600
00784,45656.04999999999,23400,18000,9000
00785,37745.6,27000,19800,5400
00786,44109.5,21600,21600,3600
00787,37542.1,19800,19800,7200
00788,52671.4,19800,14400,10800
00789,69577.9,30600,27000,9000
00790,43369.95,21600,12600,9000
00791,43187.45,25200,18000,5400
00792,48114.95,25200,19800,9000
00793,65336.15,25200,23400,10800
00794,48976.15,28800,23400,9000
00795,38721.2,23400,18000,5400
00796,48004.65,27000,21600,9000
00797,65972.1,28800,28800,7200
00798,80432.95,27000,23400,12600
00799,29798.55,21600,18000,5400
00800,42537.7,27000,23400,5400
00801,52491.45,21600,18000,7200
00802,68502.15,30600,27000,9000
00803,37567.75,23400,16200,5400
00804,38323.05,25200,19800,5400
